,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
10,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,Arsenal,Manchester City,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Aaron-Ramsdale,2023-24,,,,,,,,,D,1 (4)–1 (1),1,1,0.0,0.0,Community
11,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,Arsenal,Nott'ham Forest,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,0.0,20.0,0.0,0.0,0.0,Match Report,Aaron-Ramsdale,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,1
12,2,2023-08-21,Mon,Premier League,Matchweek 2,Away,Arsenal,Crystal Palace,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,66.7,0.0,21.0,0.0,0.0,0.0,Match Report,Aaron-Ramsdale,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,2
13,3,2023-08-26,Sat,Premier League,Matchweek 3,Home,Arsenal,Fulham,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,91.2,1.0,20.0,0.0,0.0,0.0,Match Report,Aaron-Ramsdale,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,3
14,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,Y,RB,90.0,0.0,1.0,0,0,0,0,0,0,68,2,2,3,0.0,0.0,1.0,3,1,47,51,92.2,3,42,1,4,3,Match Report,Aaron-Wan-Bissaka,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
15,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,Y,RB,65.0,0.0,0.0,0,0,0,0,1,0,50,0,2,1,0.0,0.0,0.1,1,0,38,44,86.4,1,29,1,2,1,Match Report,Aaron-Wan-Bissaka,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
16,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,RB,90.0,0.0,0.0,0,0,0,0,1,0,79,4,2,3,0.0,0.0,0.0,3,0,58,69,84.1,9,55,7,2,1,Match Report,Aaron-Wan-Bissaka,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
17,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,FW,90.0,0.0,0.0,0,0,2,1,0,0,36,0,0,2,0.6,0.6,0.8,3,0,22,27,81.5,3,20,3,2,0,Match Report,Abdoulaye-Doucoure,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
18,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,"CM,FW",89.0,0.0,0.0,0,0,1,0,0,0,30,1,1,0,0.1,0.1,0.0,1,0,21,26,80.8,2,18,2,2,2,Match Report,Abdoulaye-Doucoure,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
19,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,Y,CM,90.0,0.0,0.0,0,0,1,1,0,0,48,6,1,3,0.2,0.2,0.0,3,0,26,31,83.9,4,30,2,3,1,Match Report,Abdoulaye-Doucoure,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
20,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Adam-Davies,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,1
21,1,2023-08-18,Fri,Premier League,Matchweek 2,Away,Sheffield Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Adam-Davies,2023-24,0,0,0,0,0,0,0,0,L,1–2,1,2,0.0,0.0,2
22,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Sheffield Utd,Manchester City,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Adam-Davies,2023-24,0,0,0,0,0,0,0,0,L,1–2,1,2,0.0,1.0,3
23,0,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brighton,Wolves,N,LW,10.0,0.0,0.0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,1,0,18,19,94.7,2,11,0,0,0,Match Report,Adam-Lallana,2023-24,,,,,,,,,W,4–1,4,1,0.0,0.0,2
24,1,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brighton,West Ham,N,DM,31.0,0.0,0.0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,3,0,21,24,87.5,2,18,0,0,0,Match Report,Adam-Lallana,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
25,0,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brighton,Wolves,Y,CB,90.0,0.0,0.0,0,0,0,0,1,0,66,3,1,1,0.0,0.0,0.0,0,0,49,54,90.7,4,36,1,0,0,Match Report,Adam-Webster,2023-24,,,,,,,,,W,4–1,4,1,0.0,0.0,2
26,1,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brighton,West Ham,Y,CB,90.0,0.0,0.0,0,0,0,0,0,0,118,1,1,0,0.0,0.0,0.0,2,0,100,113,88.5,15,99,4,0,0,Match Report,Adam-Webster,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
27,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,Y,LM,67.0,0.0,0.0,0,0,4,0,0,0,43,1,0,2,0.1,0.1,0.0,2,0,24,29,82.8,3,30,2,2,1,Match Report,Alejandro-Garnacho,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
28,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,Y,LW,65.0,0.0,0.0,0,0,3,1,0,0,23,0,1,0,0.2,0.2,0.0,6,0,9,16,56.3,1,20,6,2,1,Match Report,Alejandro-Garnacho,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
29,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Alejandro-Garnacho,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
30,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Fulham,Everton,N,FW,33.0,0.0,0.0,0,0,2,1,0,0,12.0,0.0,0,0.0,0.2,0.2,0.0,2.0,1.0,4.0,8.0,50.0,1.0,5.0,0.0,3.0,3.0,Match Report,Aleksandar-Mitrovic,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
31,1,2023-08-24,Thu,Pro League,Matchweek 3,Away,Al-Hilal,Al-Raed,Y,FW,80.0,1.0,0.0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,Match Report,Aleksandar-Mitrovic,2023-24,,,,,,,,,W,4–0,4,0,1.0,0.0,3
32,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,"LM,RM",90.0,0.0,0.0,0,0,4,2,0,0,44,1,1,2,0.3,0.3,0.1,11,0,22,30,73.3,4,25,3,4,3,Match Report,Alex-Iwobi,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
33,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,"LM,RM",50.0,0.0,0.0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.1,1,0,5,12,41.7,0,8,3,0,0,Match Report,Alex-Iwobi,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
34,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Newcastle Utd,Aston Villa,Y,FW,67.0,2.0,0.0,0,0,3,3,0,0,24,0,0,0,0.8,0.8,0.0,1,0,12,16,75.0,1,16,2,3,1,Match Report,Alexander-Isak,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,1
35,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Newcastle Utd,Manchester City,Y,FW,65.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,0,8,10,80.0,1,9,1,2,1,Match Report,Alexander-Isak,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,2
36,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Newcastle Utd,Liverpool,Y,FW,71.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0.2,0.2,0.1,2,0,4,5,80.0,1,6,0,0,0,Match Report,Alexander-Isak,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
37,0,2023-08-14,Mon,PL2,Matchweek 1,Home,Nottingham Forest,Middlesbrough,Y,FW,88.0,1.0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report,Alexander-Mighten,2023-24,,,,,,0,,,D,2–2,2,2,0.0,1.0,1
38,1,2023-08-18,Fri,PL2,Matchweek 2,Away,Nottingham Forest,Norwich City,Y,FW,86.0,1.0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report,Alexander-Mighten,2023-24,,,,,,0,,,D,2–2,2,2,0.0,0.0,2
39,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,CM,90.0,0.0,0.0,0,0,0,0,1,0,61,3,1,2,0.0,0.0,0.0,2,1,46,52,88.5,5,42,1,3,2,Match Report,Alexis-Mac-Allister,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
40,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,CM,57.0,0.0,0.0,0,0,0,0,0,1,60,2,0,1,0.0,0.0,0.0,2,0,40,50,80.0,6,37,1,3,2,Match Report,Alexis-Mac-Allister,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
41,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,"CM,LM",76.0,0.0,0.0,0,0,0,0,0,0,36,2,4,4,0.0,0.0,0.0,1,0,23,27,85.2,1,18,2,0,0,Match Report,Alexis-Mac-Allister,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
42,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Luton Town,Brighton,N,WB,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,2.0,2.0,0.0,0.0,0.0,Match Report,Alfie-Doughty,2023-24,,,,,,,,,L,1–4,1,4,0.0,0.0,1
43,2,2023-08-25,Fri,Premier League,Matchweek 3,Away,Luton Town,Chelsea,N,"RM,RB",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,0.0,6.0,0.0,0.0,0.0,Match Report,Alfie-Doughty,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,3
44,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,25,76.0,0,20,0,0,0,Match Report,Alisson,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
45,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,GK,90.0,0.0,0.0,0,0,0,0,1,0,55,0,0,0,0.0,0.0,0.0,0,0,42,51,82.4,0,36,0,0,0,Match Report,Alisson,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
46,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,33,47,70.2,0,28,0,0,0,Match Report,Alisson,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
47,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Luton Town,Brighton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Allan-Campbell,2023-24,0,0,0,0,0,0,0,0,L,1–4,1,4,0.0,0.0,1
48,0,2023-08-11,Fri,Pro League,Matchweek 1,Home,Al-Ahli,Al-Hazem,Y,AM,89.0,0.0,0.0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report,Allan-Saint-Maximin,2023-24,1,0,0,3,0,0,,,W,3–1,3,1,0.0,1.0,1
49,1,2023-08-17,Thu,Pro League,Matchweek 2,Away,Al-Ahli,Al-Khaleej,Y,AM,90.0,0.0,1.0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,Allan-Saint-Maximin,2023-24,0,0,1,2,0,0,,,W,3–1,3,1,0.0,0.0,2
50,2,2023-08-24,Thu,Pro League,Matchweek 3,Home,Al-Ahli,Al Okhdood SC,Y,FW,90.0,0.0,0.0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,Allan-Saint-Maximin,2023-24,0,0,0,0,0,0,,,W,1–0,1,0,1.0,1.0,3
51,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,9,24,37.5,0,9,0,0,0,Match Report,Alphonse-Areola,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
52,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,17,32,53.1,0,13,0,0,0,Match Report,Alphonse-Areola,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
53,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,West Ham,Brighton,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,14,33,42.4,0,14,0,0,0,Match Report,Alphonse-Areola,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
54,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,CM,90.0,0.0,0.0,0,0,1,1,0,0,38,0,1,1,0.1,0.1,1.1,5,0,27,32,84.4,4,25,2,0,0,Match Report,Amadou-Onana,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
55,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,"CM,DM",90.0,0.0,0.0,0,0,0,0,0,0,53,1,0,3,0.0,0.0,0.0,0,0,35,42,83.3,5,32,0,0,0,Match Report,Amadou-Onana,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
56,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,Y,CM,90.0,0.0,0.0,0,0,1,0,0,0,44,4,1,0,0.1,0.1,0.2,2,0,31,37,83.8,6,26,0,1,1,Match Report,Amadou-Onana,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
57,0,2023-07-02,Sun,Gold Cup,Group stage,Neutral,jm Jamaica,kn St. Kitts & Nevis,Y,LB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,Match Report,Amari'i-Bell,2023-24,,,,,,,,,W,5–0,5,0,1.0,0.0,stage
58,1,2023-07-09,Sun,Gold Cup,Quarter-finals,Neutral,jm Jamaica,gt Guatemala,Y,LB,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,Match Report,Amari'i-Bell,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,
59,2,2023-07-12,Wed,Gold Cup,Semi-finals,Neutral,jm Jamaica,mx Mexico,Y,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,Match Report,Amari'i-Bell,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,
60,3,2023-08-12,Sat,Premier League,Matchweek 1,Away,Luton Town,Brighton,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,89.5,1.0,16.0,0.0,2.0,0.0,Match Report,Amari'i-Bell,2023-24,,,,,,,,,L,1–4,1,4,0.0,0.0,1
61,5,2023-08-25,Fri,Premier League,Matchweek 3,Away,Luton Town,Chelsea,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,49.0,75.5,4.0,43.0,0.0,0.0,0.0,Match Report,Amari'i-Bell,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,3
62,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,84.2,3.0,24.0,1.0,0.0,0.0,Match Report,Ameen-Al-Dakhil,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
63,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Burnley,Aston Villa,Y,"CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,83.0,86.7,8.0,71.0,2.0,1.0,1.0,Match Report,Ameen-Al-Dakhil,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
64,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,N,FW,29.0,0.0,0.0,0,0,1,0,0,1,13,0,0,0,0.0,0.0,0.0,1,0,10,12,83.3,0,6,0,0,0,Match Report,Anass-Zaroury,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
65,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Andre-Gomes,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,1
66,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,31,43,72.1,0,30,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
67,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,28,34,82.4,1,28,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
68,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,GK,90.0,0.0,0.0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,0,16,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
69,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Fulham,Everton,N,LM,33.0,0.0,0.0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,6,11,54.5,1,9,0,1,0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
70,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Fulham,Brentford,Y,LM,67.0,0.0,0.0,0,0,1,0,0,0,29,0,0,0,0.0,0.0,0.0,1,0,7,22,31.8,1,14,1,2,2,Match Report,Andreas-Pereira,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,2
71,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Fulham,Arsenal,Y,LM,62.0,1.0,0.0,0,0,1,1,0,0,16,0,0,0,0.0,0.0,0.0,1,0,8,12,66.7,0,9,0,0,0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,3
72,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,74,2,2,2,0.0,0.0,0.0,2,0,41,60,68.3,6,35,1,0,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
73,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,90,3,1,0,0.0,0.0,0.3,3,0,71,83,85.5,8,50,4,1,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
74,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,67,1,0,1,0.0,0.0,0.0,1,0,43,57,75.4,3,22,0,2,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
75,0,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Andy-Lonergan,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,3
76,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,Y,CB,90.0,0.0,0.0,0,0,2,0,1,0,42,2,1,1,0.1,0.1,0.0,1,0,17,27,63.0,1,18,1,1,1,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
77,1,2023-08-18,Fri,Premier League,Matchweek 2,Away,Sheffield Utd,Nott'ham Forest,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,71,3,1,2,0.1,0.1,0.0,2,1,42,58,72.4,1,30,1,2,1,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,2
78,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Sheffield Utd,Manchester City,Y,CB,90.0,0.0,0.0,0,0,2,0,0,0,29,1,1,4,0.3,0.3,0.0,0,0,13,17,76.5,1,6,0,0,0,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
79,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
80,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,N,CB,22.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
